paper_id,title,year,authors,abstract,venue,url
91c5ce563a16848c54ae0a7547f4b2213c1b8c00,ENHANCING CYBERSECURITY WITH AI: A MACHINE LEARNING APPROACH TO THREAT DETECTION.,2022,Rejina P V,"With Dynamic domain cyber threats involved complexity has increased, causing challenges for traditional protection systems. An Overviewing this paper, we proposed an investigation into the impact of AI (especially ML) in bolstering cybersecurity systems with modern threat detection. The research emphasises on the design and implementation of machine learning algorithms that can detect anomalies, predict possible attacks and learn and adapt to new patterns of threat in real time. Then, a comparative analysis of supervised, unsupervised, and reinforcement learning models is provided while their applicability to requests detection is discussed. In this way, they train and evaluate the models on both real-world datasets and simulated environments. As this analysis proves, detection accuracy, response time, and zero-day attacks capability are all considerably improved compared to traditional rule-based systems after running this data on our machine learning algorithm. Future research regarding the effectiveness and implementation of AI in cybersecurity practices may also help to further develop these new frameworks or evolve how current practices are conducted in terms of machine learning, pattern recognition, and more.",ShodhKosh Journal of Visual and Performing Arts,https://www.semanticscholar.org/paper/91c5ce563a16848c54ae0a7547f4b2213c1b8c00
f6d5df0cfd7454251fabc47b37c13610991d876f,Explainable Intelligence-Driven Defense Mechanism Against Advanced Persistent Threats: A Joint Edge Game and AI Approach,2022,Huiling Li; Jun Wu; Hansong Xu; Gaolei Li; M. Guizani,"Advanced persistent threats (APT) have novel features such as long-term latency, precision strikes and uncertain strategies. APT poses severe threats to the resource-limited edge devices in advanced networks. Cyber threat intelligence (CTI) conducts data analysis on attack strategies by artificial intelligence (AI) and generates threat intelligence to optimize the detection model and guide defense strategies. However, AI lacks explanations for the decisions and thus reduces the transparency and performance of the detection model. Besides, the tradeoff between the detection accuracy and the computational resource limitation of edge devices needs an optimal and rapid dynamic resource allocation method, which edge game and AI can help. In this article, we propose an explainable intelligence-driven APT edge defense mechanism. The proposed mechanism provides guidelines and explanations for designing the defense strategy and resource allocation scheme of the edge defender to detect APT. The edge defense strategy model is based on edge Bayesian Stackelberg game and CTI. Meanwhile, we implement a DRL-based resource allocation scheme to meet rapid response requirements at the edges. We demonstrate that the proposed mechanism can improve the protection level of edges and defense capability against APT through extensive experiments.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/f6d5df0cfd7454251fabc47b37c13610991d876f
bff00da03a31bd2f4bec9f878bfdfe672c1529e3,Fast Detection of Advanced Persistent Threats for Smart Grids: A Deep Reinforcement Learning Approach,2022,Shih-an Yu,"Data management systems in smart grids have to address advanced persistent threats (APTs), where malware injection methods are performed by the attacker to launch stealthy attacks and thus steal more data for illegal advantages. In this paper, we present a hierarchical deep reinforcement learning based APT detection scheme for smart grids, which enables the control center of the data management system to choose the APT detection policy to reduce the detection delay and improve the data protection level without knowing the attack model. Based on the state that consists of the size of the gathered power usage data, the priority level of the data, and the detection history, this scheme develops a two-level hierarchical structure to compress the high-dimensional action space and designs four deep dueling networks to accelerate the optimization speed with less over-estimation. Detection performance bound is provided and simulation results show that the proposed scheme improves both the data protection level and the utility of the control center with less detection delay.",ICC 2022 - IEEE International Conference on Communications,https://www.semanticscholar.org/paper/bff00da03a31bd2f4bec9f878bfdfe672c1529e3
995cfa45f5d6a83d83bdf23c89d513bb64574db0,Improving Performance of Machine Learning based Detection of Network Steganography in Industrial Control Systems,2022,T. Neubert; Antonio José Caballero Morcillo; C. Vielhauer,"In view of the strong increase of targeted attacks on industrial control systems (ICS) of manufacturies and critical infrastructures, it can be noticed that for the concealment of communication, steganographic information hiding techniques become increasingly popular for attackers. Particularly in Advanced Persistent Threats, attackers focus on hiding network information flows between infected components from any possible detection mechanism in order to remain on the invaded system for as long as possible. In order to be able to detect these kinds of threats by hidden communication in future, defense concepts such as intrusion detection systems need to be supplemented by steganalytic detectors for ICS network traffic. First state-of-the-art detection mechanisms have been proposed and deliver decent but improvable results. This paper proposes a novel, convolutional neural network (CNN) based detection approach relying on a handcrafted feature space as CNN input layer. The detection approach is evaluated extensively in experiments. The evaluation results are compared to three state-of-the-art approaches in a laboratory ICS setup. We show that our novel approach is able to outperform all state-of-the-art approaches significantly. It delivers a performance of up to 94.3% correct classified test data samples.",ARES,https://www.semanticscholar.org/paper/995cfa45f5d6a83d83bdf23c89d513bb64574db0
67f5f7bd79362f3bd562cb0be5de7d49b1276576,Machine Learning-Enabled IoT Security: Open Issues and Challenges Under Advanced Persistent Threats,2022,Zhiyan Chen; Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; P. Djukic,"Despite its technological benefits, the Internet of Things (IoT) has cyber weaknesses due to vulnerabilities in the wireless medium. Machine Larning (ML)-based methods are widely used against cyber threats in IoT networks with promising performance. An Advanced Persistent Threat (APT) is prominent for cybercriminals to compromise networks, and it is crucial to long-term and harmful characteristics. However, it is difficult to apply ML-based approaches to identify APT attacks to obtain a promising detection performance due to an extremely small percentage among normal traffic. There are limited surveys that fully investigate APT attacks in IoT networks due to the lack of public datasets with all types of APT attacks. It is worth bridging the state of the art in network attack detection with APT attack detection in a comprehensive review article. This survey article reviews the security challenges in IoT networks and presents well-known attacks, APT attacks, and threat models in IoT systems. Meanwhile, signature-based, anomaly-based, and hybrid intrusion detection systems are summarized for IoT networks. The article highlights statistical insights regarding frequently applied ML-based methods against network intrusion. Finally, open issues and challenges for common network intrusion and APT attacks are presented for future research.",ACM Computing Surveys,https://arxiv.org/pdf/2204.03433
7e87fa26e37b87268804d90bc18e1480d01c2f5a,Memory Forensics-Based Malware Detection Using Computer Vision and Machine Learning,2022,Syed Shakir Hameed Shah; A. R. Ahmad; N. Jamil; Atta ur Rehman Khan,"Malware has recently grown exponentially in recent years and poses a serious threat to individual users, corporations, banks, and government agencies. This can be seen from the growth of Advanced Persistent Threats (APTs) that make use of advance and sophisticated malware. With the wide availability of computer-automated tools such as constructors, email flooders, and spoofers. Thus, it is now easy for users who are not technically inclined to create variations in existing malware. Researchers have developed various defense techniques in response to these threats, such as static and dynamic malware analyses. These techniques are ineffective at detecting new malware in the main memory of the computer and otherwise require considerable effort and domain-specific expertise. Moreover, recent techniques of malware detection require a long time for training and occupy a large amount of memory due to their reliance on multiple factors. In this paper, we propose a computer vision-based technique for detecting malware that resides in the main computer memory in which our technique is faster or memory efficient. It works by taking portable executables in a virtual environment to extract memory dump files from the volatile memory and transform them into a particular image format. The computer vision-based contrast-limited adaptive histogram equalization and the wavelet transform are used to improve the contrast of neighboring pixel and to reduce the entropy. We then use the support vector machine, random forest, decision tree, and XGBOOST machine learning classifiers to train the model on the transformed images with dimensions of 112 × 112 and 56 × 56. The proposed technique was able to detect and classify malware with an accuracy rate of 97.01%. Its precision, recall, and F1-score were 97.36%, 95.65%, and 96.36%, respectively. Our finding shows that our technique in preparing dataset with more efficient features to be trained by the Machine Learning classifiers has resulted in significant performance in terms of accuracy, precision, recall, F1-score, speed and memory consumption. The performance has superseded most of the existing techniques in its unique approach.",Electronics,https://www.mdpi.com/2079-9292/11/16/2579/pdf?version=1660817763
d6f23e4dbe8bfdd11543f1f17941306c88e9c61d,Prior Knowledge based Advanced Persistent Threats Detection for IoT in a Realistic Benchmark,2022,Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; Mehran Bagheri; P. Djukic,"The number of Internet of Things (IoT) devices being deployed into networks is growing at a phenomenal pace, which makes IoT networks more vulnerable in the wireless medium. Advanced Persistent Threat (APT) is malicious to most of the network facilities and the available attack data for training the machine learning-based Intrusion Detection System (IDS) is limited when compared to the normal traffic. Therefore, it is quite challenging to enhance the detection performance in order to mitigate the influence of APT. Therefore, Prior Knowledge Input (PKI) models are proposed and tested using the SCVIC-APT-2021 dataset. To obtain prior knowledge, the proposed PKI model pre-classifies the original dataset with unsupervised clustering method. Then, the obtained prior knowledge is incorporated into the supervised model to decrease training complexity and assist the supervised model in determining the optimal mapping between the raw data and true labels. The experimental findings indicate that the PKI model outperforms the supervised baseline, with the best macro average F1-score of 81.37%, which is 10.47% higher than the baseline.",Global Communications Conference,https://arxiv.org/pdf/2208.05089
fe24ac80b19f4e20fbc6de3e7dca704ef393826e,Real-Time Adaptive Framework for Behavioural Malware Detection in Evolving Threat Environments,2022,E. Kesavan,"This research presents a novel real-time malware detection and mitigation system that employs behavioral analysis integrated with machine learning algorithms to combat sophisticated and previously unknown malware threats. Traditional signature-based detection methods demonstrate significant limitations in identifying zero-day attacks and advanced persistent threats that leverage polymorphic and metamorphic techniques. To address these challenges, this study develops a comprehensive system that continuously monitors system behavior patterns, analyzing deviations from established baselines to identify malicious activities in real-time.The proposed methodology implements a multi-layered approach combining dynamic behavioral monitoring with supervised and unsupervised machine learning models to establish normal system behavior profiles and detect anomalous patterns indicative of malware infiltration. Unlike conventional static analysis techniques, this behavioral-centric approach captures runtime characteristics including system call sequences, network communication patterns, file system modifications, and process execution behaviors. The system incorporates adaptive learning mechanisms that continuously refine detection models based on emerging threat patterns, thereby improving accuracy and reducing false positive rates over time. Comprehensive experimental validation across enterprise, personal computing, and critical infrastructure environments demonstrates the system's effectiveness in detecting and mitigating diverse malware variants, including advanced persistent threats, rootkits, ransomware, and fileless malware. Performance evaluation reveals significant improvements in detection speed, accuracy rates exceeding traditional signature-based methods, and robust mitigation capabilities that automatically trigger containment protocols upon threat identification. The results indicate that behavioral analysis coupled with machine learning provides a scalable, adaptive solution for modern cybersecurity challenges in increasingly complex digital ecosystems.This innovative approach represents a paradigm shift from reactive to proactive malware defense, offering enhanced protection against the evolving threat landscape while maintaining system performance and operational efficiency in diverse computing environments.",International Journal of Scientific Research and Modern Technology,https://www.semanticscholar.org/paper/fe24ac80b19f4e20fbc6de3e7dca704ef393826e
e26e2377f6de9983d13c48b170c3dbd2c3f1aca7,Revolutionizing healthcare cybersecurity a generative AI-Driven MLOps framework for proactive threat detection and mitigation,2022,Rahul Kalva,"The exponential growth of digitalization in healthcare has led to unprecedented challenges in securing sensitive data, safeguarding patient privacy, and ensuring system integrity against evolving cyber threats. Traditional cybersecurity measures often struggle to cope with the dynamic nature of modern attacks, particularly in environments where real-time decision-making and adaptive responses are critical. This paper introduces a novel Generative AI-driven MLOps framework designed to address these challenges by combining the power of Generative Adversarial Networks (GANs) with the operational efficiency of Machine Learning Operations (MLOps).The proposed framework leverages generative AI models to simulate diverse and sophisticated cyber-attack scenarios, enabling the training of robust threat detection mechanisms. By integrating MLOps pipelines, the framework ensures seamless deployment, real-time monitoring, and continuous learning to adapt to emerging threats. This approach not only enhances anomaly detection but also automates threat mitigation, significantly reducing response times and minimizing the impact of cyber incidents.The framework was validated using both synthetic and real-world healthcare datasets, demonstrating superior performance in terms of detection accuracy (98%), reduced false positive rates (2%), and faster response times (35% improvement over baseline models). A case study simulating a ransomware attack in a hospital setting revealed the system's ability to neutralize threats with 92% success within seconds of detection. These findings highlight the transformative potential of integrating generative AI with MLOps in healthcare cybersecurity, paving the way for more resilient, adaptive, and scalable security solutions. This research contributes to advancing the state-of-the-art in healthcare cybersecurity while addressing critical gaps in threat detection and mitigation strategies.",World Journal of Advanced Research and Reviews,https://www.semanticscholar.org/paper/e26e2377f6de9983d13c48b170c3dbd2c3f1aca7
e84895c16ce97f5eec10f80938d0a0997098dbe2,Transport and Application Layer DDoS Attacks Detection to IoT Devices by Using Machine Learning and Deep Learning Models,2022,Josue Genaro Almaraz-Rivera; J. A. P. Díaz; J. A. Cantoral-Ceballos,"From smart homes to industrial environments, the IoT is an ally to easing daily activities, where some of them are critical. More and more devices are connected to and through the Internet, which, given the large amount of different manufacturers, may lead to a lack of security standards. Denial of service attacks (DDoS, DoS) represent the most common and critical attack against and from these networks, and in the third quarter of 2021, there was an increase of 31% (compared to the same period of 2020) in the total number of advanced DDoS targeted attacks. This work uses the Bot-IoT dataset, addressing its class imbalance problem, to build a novel Intrusion Detection System based on Machine Learning and Deep Learning models. In order to evaluate how the records timestamps affect the predictions, we used three different feature sets for binary and multiclass classifications; this helped us avoid feature dependencies, as produced by the Argus flow data generator, whilst achieving an average accuracy >99%. Then, we conducted comprehensive experimentation, including time performance evaluation, matching and exceeding the results of the current state-of-the-art for identifying denial of service attacks, where the Decision Tree and Multi-layer Perceptron models were the best performing methods to identify DDoS and DoS attacks over IoT networks.",Italian National Conference on Sensors,https://www.mdpi.com/1424-8220/22/9/3367/pdf?version=1651127062
fea23a1b2af67aa2c59aef5c98a0751edae37132,ULTRA: Ultimate Rootkit Detection over the Air,2022,Duy-Phuc Pham; D. Marion; Annelie Heuser,"Rootkits are the most challenging malware threats against server and desktop systems. They are created by highly skilled actors and are deployed in advanced persistent threat attacks. Lately and even in the future, rootkits will become a real threat to billions of IoT devices. Existing malware detection techniques based on static or dynamic analysis face major shortcomings, which become more apparent when it is necessary to detect threats on IoT devices. In this paper, we propose the ULTRA framework, which can detect rootkits effectively and efficiently by operating outside of the “box” (literary device) with no resource requirement on the target device. ULTRA baits the rootkit to provoke activity, measures electromagnetic emanation with a software-defined radio, preprocesses signals, then detects and classifies rootkit behavior using machine/deep learning techniques. As use cases, we target two IoT devices with MIPS and ARM architectures. The proposed approach achieved promising results with high accuracy for detecting both known and unknown rootkits during the offline learning phase. Our experimental study involves classification of rootkit families and distinct variants, obfuscated rootkits, probe dislocation, benign noise (kernel) activities, and comparison with software-based solutions.",International Symposium on Recent Advances in Intrusion Detection,https://hal.science/hal-03713584/file/raid2002_camera_ready.pdf
6ac46f39af2b00917a052922c1bae52cbff3e816,A Comprehensive Investigation into Integrating Artificial Intelligence and Machine Learning for Enhanced Cybersecurity,2023,Srinivas Rao,"People, businesses, and vital infrastructure are at serious danger from the sophisticated and persistent cyberthreats that have emerged as a result of the quickly changing digital world.  Modern attack vectors including ransomware, polymorphic malware, advanced persistent threats (APTs), and zero-day vulnerabilities are outperforming traditional cybersecurity systems, which mostly depend on predetermined rules and signature-based detection.  As a result, machine learning (ML) and artificial intelligence (AI) have become game-changing technologies that may improve cyber defences via predictive analytics, intelligent automation, and flexibility. 
  
 The integration of AI and ML into cybersecurity frameworks is examined in this paper, with a focus on how these technologies might improve threat prevention, detection, and response capabilities.  Predictive threat modelling, which uses historical and real-time data to predict possible breaches; behavior-based anomaly detection, which spots suspicious activity outside of known attack patterns; automated incident response, which allows for quick threat containment and remediation; and proactive risk assessment, which aids in well-informed security policy decisions, are some of the main application areas.  In addition to discussing cutting-edge techniques and technologies now in use, the article offers a systematic analysis of current issues, including model explainability, data quality issues, and adversarial assaults on AI systems.",Universal Research Reports,https://www.semanticscholar.org/paper/6ac46f39af2b00917a052922c1bae52cbff3e816
a46f1c86eb7a964d5e1314e20ab17b05abdf0544,AI-DRIVEN THREAT DETECTION IN DISTRIBUTED CLOUD SYSTEMS,2023,Ravindrakumar,"Distributed cloud systems are getting more complicated, which means we need more advanced ways to find threats. AI-driven methods use machine learning and deep learning to find, predict, and stop cyber risks with a level of accuracy and speed that has never been seen before. This paper looks into how artificial intelligence can help protect distributed cloud infrastructures. It focusses on how AI can be used for threat intelligence, anomaly detection, and automated reaction. Different methods, like neural networks, natural language processing, and collaborative learning, are tested to see how well they can find complex attacks like Advanced Persistent Threats (APTs) and Distributed Denial of Service (DDoS) attacks. The study also talks about the problems that come up when you try to use AI to find threats, like uneven data, the need for a lot of computing power, and models that are hard to understand. Real-life examples show how AI is used in a wide range of fields, highlighting its transformative promise in cloud security. Future trends are looked at, such as quantum AI and security operations centres (SOC) that use AI. This research shows how AI technologies are changing the way threat monitoring works in distributed cloud systems, making them more resistant to new cyber threats.",ShodhKosh Journal of Visual and Performing Arts,https://www.semanticscholar.org/paper/a46f1c86eb7a964d5e1314e20ab17b05abdf0544
43d820e538f4df07548ff459cce02ddea54c97b6,AI-Driven Cyber Threat Detection and Response,2023,Blessings Samuel,"The rapid digitization of modern society has dramatically expanded the scale, complexity, and sophistication of cyber threats. Traditional cybersecurity mechanisms, which rely heavily on static rules, signature-based detection, and manual analysis, struggle to keep pace with evolving attack vectors such as advanced persistent threats, zero-day exploits, ransomware campaigns, and coordinated distributed denial-of-service attacks. Artificial intelligence has emerged as a transformative force in cybersecurity, enabling automated, adaptive, and real-time threat detection and response. AI-driven cyber defense systems leverage machine learning, deep learning, anomaly detection, behavioral analytics, and automated decision-making frameworks to identify malicious activities, predict potential vulnerabilities, and orchestrate rapid mitigation strategies. By analyzing vast volumes of network traffic, user behavior patterns, system logs, and endpoint data, AI systems can detect subtle indicators of compromise that would otherwise evade conventional defenses. This article provides a comprehensive and in-depth exploration of AI-driven cyber threat detection and response, examining foundational technologies, system architectures, detection methodologies, response automation, adversarial challenges, ethical considerations, and future research directions. It highlights how intelligent cybersecurity systems enhance resilience, reduce response times, and enable proactive defense strategies in an increasingly interconnected and high-risk digital environment.",International Journal of Emerging Research in Engineering and Technology,https://www.semanticscholar.org/paper/43d820e538f4df07548ff459cce02ddea54c97b6
4a6ff9b5b9c3d22fd1b2ad106475a5133f432460,AI-Driven Supply Chain Threat Intelligence: Real-Time Detection of Cyber Attacks on Manufacturing and Logistics Networks,2023,Omowunmi Folashayo Makinde; N. Akande; Udoka Cynthia Duruemeruo; Uju Judith Eziokwu; O. Olasehan,"The rapid digital transformation of manufacturing and logistics sectors has created unprecedented interconnectivity across global supply chains, simultaneously exposing these critical infrastructures to sophisticated cyber threats. Traditional security approaches relying on signature-based detection and rule-based methods have proven inadequate against the evolving landscape of advanced persistent threats, ransomware campaigns, and state-sponsored attacks targeting operational technology environments. This paper examines how artificial intelligence-driven threat intelligence frameworks can enable real-time detection and situational awareness of cyber-attacks in manufacturing and logistics ecosystems. Through comprehensive analysis of current threat landscapes, machine learning methodologies, and operational deployment considerations, this study presents a structured framework for integrating AI capabilities across supply chain networks. The research demonstrates that AI-enhanced detection systems, incorporating anomaly detection algorithms, behavioral analysis, and predictive threat identification, can achieve detection accuracies exceeding 90% while significantly reducing mean time to detection. The findings underscore the critical importance of multi-layered AI integration spanning network telemetry analysis, operational technology sensor monitoring, and cross-organizational threat correlation for securing modern supply chain infrastructures against an increasingly hostile cyber environment.",International Journal of Multidisciplinary Research and Growth Evaluation,https://www.semanticscholar.org/paper/4a6ff9b5b9c3d22fd1b2ad106475a5133f432460
55d519f27a769058aed4878d13141337eb30b289,AI-driven security for next-generation data centers: Conceptualizing autonomous threat detection and response in cloud-connected environments,2023,Sunday Adeola Oladosu; Adebimpe Bolatito Ige; Christian Chukwuemeka Ike; Peter Adeyemo Adepoju; Olukunle Oladipupo Amoo; Adeoye Idowu Afolabi,"The dynamic evolution of next-generation data centers, driven by cloud-native and hybrid architectures, has necessitated a paradigm shift in cybersecurity. Traditional security models, designed for static and on-premise environments, struggle to address the complexities of cloud-connected infrastructures and the rapidly evolving threat landscape. Emerging challenges, such as advanced persistent threats (APTs), ransomware, and insider attacks, demand sophisticated and adaptive security solutions. In this context, artificial intelligence (AI) emerges as a transformative technology capable of redefining threat detection and response mechanisms. This review explores the conceptualization of AI-driven security for next-generation data centers, focusing on autonomous threat detection and response. By leveraging AI and machine learning (ML), security systems can achieve real-time anomaly detection, advanced behavior analysis, and predictive risk assessment. These capabilities enhance the accuracy and speed of identifying malicious activities while reducing false positives. Additionally, autonomous response mechanisms, such as self-healing networks and adaptive security policies, enable rapid containment and mitigation of threats, minimizing potential damages. The review also discusses the integration of AI with existing Security Operations Centers (SOCs), highlighting its potential to augment human decision-making and automate repetitive tasks. Furthermore, it examines the role of advanced encryption, identity management, and compliance tools in fortifying security frameworks. Future trends, including the impact of 5G and edge computing, are explored, emphasizing their implications for real-time applications and IoT security. This study underscores the importance of proactive, AI-driven strategies in securing next-generation data centers, ensuring scalability, resilience, and robust protection in an increasingly interconnected digital landscape. By bridging the gap between cloud-native and on-premise environments, AI-powered security frameworks offer a promising path toward achieving autonomous, adaptive, and future-proof cybersecurity.",GSC Advanced Research and Reviews,https://www.semanticscholar.org/paper/55d519f27a769058aed4878d13141337eb30b289
6964d1c868534db1f2cc109184afc41c6ac8f2b3,APT Adversarial Defence Mechanism for Industrial IoT Enabled Cyber-Physical System,2023,Safdar Hussain Javed; M. Ahmad; Muhammad Asif; Waseem Akram; Khalid Mahmood; A. Das; Sachin Shetty,"The objective of Advanced Persistent Threat (APT) attacks is to exploit Cyber-Physical Systems (CPSs) in combination with the Industrial Internet of Things (I-IoT) by using fast attack methods. Machine learning (ML) techniques have shown potential in identifying APT attacks in autonomous and malware detection systems. However, detecting hidden APT attacks in the I-IoT-enabled CPS domain and achieving real-time accuracy in detection present significant challenges for these techniques. To overcome these issues, a new approach is suggested that is based on the Graph Attention Network (GAN), a multi-dimensional algorithm that captures behavioral features along with the relevant information that other methods do not deliver. This approach utilizes masked self-attentional layers to address the limitations of prior Deep Learning (DL) methods that rely on convolutions. Two datasets, the DAPT2020 malware, and Edge I-IoT datasets are used to evaluate the approach, and it attains the highest detection accuracy of 96.97% and 95.97%, with prediction time of 20.56 seconds and 21.65 seconds, respectively. The GAN approach is compared to conventional ML algorithms, and simulation results demonstrate a significant performance improvement over these algorithms in the I-IoT-enabled CPS realm.",IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10171354.pdf
7e9cc2733b4124164ef41e3347cf73729f93eb8d,Advanced Persistent Threat Datasets for Industrial IoT : A Survey,2023,Arpna Saxena; Sangeeta Mittal,"Industrial Internet of Things (IIoT) environments are characterized by several interconnected devices, legacy systems, and critical infrastructure. Advanced Persistent Threat (APT) attacks are typically sophisticated, covert, and intended to be persistent over time. Understanding APT attacks in the context of IIoT is critical to develop robust intrusion detection and prevention systems for protecting critical infrastructure and securing sensitive data. Machine learning techniques have proven to be very effective in design of these robust defense systems. However, good datasets are essential for building effective machine learning models. In this research, a thorough examination of current datasets related to IIoT network traffic flows along with characteristics of APT attacks has been presented. The APT lifecycle in IIoT has been identified and representativeness of real world attacks in publicly available datasets has been examined.",International Conference on Intelligent Control and Instrumentation,https://www.semanticscholar.org/paper/7e9cc2733b4124164ef41e3347cf73729f93eb8d
cd15dd0fb1fabbf95a2366805e2df1a8dfe09bd6,Advanced Persistent Threat Detection Using Data Provenance and Metric Learning,2023,Khandakar Ashrafi Akbar; Yigong Wang; G. Ayoade; Y. Gao; A. Singhal; L. Khan; B. Thuraisingham; Kangkook Jee,"Advanced persistent threats (APT) have increased in recent times as a result of the rise in interest by nation-states and sophisticated corporations to obtain high-profile information. Typically, APT attacks are more challenging to detect since they leverage zero-day attacks and common benign tools. Furthermore, these attack campaigns are often prolonged to evade detection. We leverage an approach that uses a provenance graph to obtain execution traces of host nodes in order to detect anomalous behavior. By using the provenance graph, we extract features that are then used to train an online adaptive metric learning. Online metric learning is a deep learning method that learns a function to minimize the separation between similar classes and maximizes the separation between dis- similar instances. We compare our approach with baseline models and we show our method outperforms the baseline models by increasing detection accuracy on average by 11.3% and increases True positive rate (TPR) on average by 18.3%. We also show that our method outperforms several state-of-the-art models performances in comprehensive attack datasets in both binary and multi-class settings.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/cd15dd0fb1fabbf95a2366805e2df1a8dfe09bd6
63df0830d40f97cdab9545a2f8365da68eb0c489,Advanced techniques for cyber threat intelligence-based APT detection and mitigation in cloud environments,2023,Adel Alshaikh; Mohammed Alanesi; Daoguo Yang; Abdulrahman M. Alshaikh,"In this study, we investigate the effectiveness of machine learning models for the detection and mitigation of Advanced Persistent Threats (APTs) in cloud environments, which pose a significant risk to cybersecurity. Using a publicly available APT malware dataset, we evaluate the performance of Random Forest and Support Vector Machines (SVMs) models. Our results demonstrate that both models achieve high accuracy scores, with the Random Forest model achieving a low mean squared error. We present the results of ROC analysis and cross validation scores for the Random Forest model, which further demonstrate its potential for APT detection and mitigation. Our study highlights the significant potential of machine learning-based approaches for improving cybersecurity in cloud environments. However, further research is necessary to evaluate the performance of both models on larger datasets and in different scenarios. To enhance the accuracy and effectiveness of APT detection and mitigation, future work will focus on investigating other machine learning algorithms and techniques, such as deep learning and natural language processing. Overall, our findings provide a promising starting point for further research in this area, emphasizing the potential for machine learning-based approaches to enhance cybersecurity in the cloud. By leveraging these advanced techniques, we can mitigate the risks associated with APT attacks and better protect sensitive data and information.",Other Conferences,https://www.semanticscholar.org/paper/63df0830d40f97cdab9545a2f8365da68eb0c489
b6af7dcb27ebe6b7b5e755025cbdc0ab802f5628,Adversarial agent-learning for cybersecurity: a comparison of algorithms,2023,A. Shashkov; Erik Hemberg; Miguel Tulla; Una-May O’Reilly,"Abstract We investigate artificial intelligence and machine learning methods for optimizing the adversarial behavior of agents in cybersecurity simulations. Our cybersecurity simulations integrate the modeling of agents launching Advanced Persistent Threats (APTs) with the modeling of agents using detection and mitigation mechanisms against APTs. This simulates the phenomenon of how attacks and defenses coevolve. The simulations and machine learning are used to search for optimal agent behaviors. The central question is: under what circumstances, is one training method more advantageous than another? We adapt and compare a variety of deep reinforcement learning (DRL), evolutionary strategies (ES) and Monte Carlo Tree Search methods within Connect 4, a baseline game environment, and on both a simulation supporting a simple APT threat model, SNAPT, as well as CyberBattleSim, an open-source cybersecurity simulation. Our results show that when attackers are trained by DRL and ES algorithms, as well as when they are trained with both algorithms being used in alternation, they are able to effectively choose complex exploits that thwart a defense. The algorithm that combines DRL and ES achieves the best comparative performance when attackers and defenders are simultaneously trained, rather than when each is trained against its non-learning counterpart.",Knowledge engineering review (Print),https://www.semanticscholar.org/paper/b6af7dcb27ebe6b7b5e755025cbdc0ab802f5628
9c1db103d8e93092d1ea14121f26f645fbc27014,Apt Detection of Ransomware - An Approach to Detect Advanced Persistent Threats Using System Call Information,2023,Rudra Prasad Baksi; Vishwas Nalka; Shambhu J. Upadhyaya,"Ransomware of the Advanced Persistent Threat (APT) type are very sophisticated and often have a contingency plan of attack in case they are discovered while the attack is in progress. Due to the ever-changing trait of such APT-type ransomware, an intelligent and robust intrusion detection system (IDS) is the need of the hour and in this paper, we put forward machine learning (ML) and natural language processing (NLP) based intrusion detection systems. We utilize a commercial simulator to run different real-world ransomware attacks to create, for the first time, a dataset for APT-type ransomware research. Then, we develop multiple IDSes by training ML models like support vector machine (SVM), logistic regression (LR), gradient boosting (GB) decision trees, random forest (RF), naive Bayes classifier (NBC), and an NLP model called BERT, on this dataset. With our intelligent IDS, we could precisely distinguish the system calls of processes spawned by ransomware from legitimate system calls. We compare the different intrusion detection systems developed using the six aforementioned models. The IDS using the NLP BERT model achieves the best accuracy of 99.98%, and the IDS using the Naive Bayes Classifier achieves an accuracy of 98.55%. Furthermore, we discuss the tradeoffs of these models for designing an intelligent IDS. The advancement in cyber attacks, especially ransomware-based attacks, necessitates this upgrade in IDS which is essential for a strong defense.","International Conference on Trust, Security and Privacy in Computing and Communications",https://www.semanticscholar.org/paper/9c1db103d8e93092d1ea14121f26f645fbc27014
